status,out_dir,checkpoint,experiment,predicted_class,predicted_probability,class_probabilities
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/unet_tabtransformer_early_fusion,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/unet_tabtransformer_early_fusion/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'unet_tabtransformer_early_fusion', 'image_model': 'unet', 'tabular_model': 'tabtransformer', 'mode': 'early_fusion', 'scope': 'full'}",ACK,0.4482078552246094,"{'ACK': 0.4482078552246094, 'BCC': 0.14190195500850677, 'MEL': 0.08770319074392319, 'NEV': 0.0887000560760498, 'SCC': 0.06543886661529541, 'SEK': 0.1680481880903244}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/unet_tabtransformer_intermediate_fusion,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/unet_tabtransformer_intermediate_fusion/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'unet_tabtransformer_intermediate_fusion', 'image_model': 'unet', 'tabular_model': 'tabtransformer', 'mode': 'intermediate_fusion', 'scope': 'full'}",ACK,0.5841454267501831,"{'ACK': 0.5841454267501831, 'BCC': 0.007915147580206394, 'MEL': 0.024711519479751587, 'NEV': 0.10371645539999008, 'SCC': 0.01163390465080738, 'SEK': 0.26787763833999634}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/default_balanced/unet_tabtransformer_late_fusion,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/default_balanced/unet_tabtransformer_late_fusion/best.pth,"{'dataset_source': 'processed', 'variant': 'default_balanced', 'experiment_name': 'unet_tabtransformer_late_fusion', 'image_model': 'unet', 'tabular_model': 'tabtransformer', 'mode': 'late_fusion', 'scope': 'full'}",SEK,0.5100831985473633,"{'ACK': 0.21567925810813904, 'BCC': 0.026959046721458435, 'MEL': 0.035864874720573425, 'NEV': 0.1881742775440216, 'SCC': 0.02323937602341175, 'SEK': 0.5100831985473633}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/feature_selection/cnn_img_only,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/feature_selection/cnn_img_only/best.pth,"{'dataset_source': 'processed', 'variant': 'feature_selection', 'experiment_name': 'cnn_img_only', 'image_model': 'cnn', 'tabular_model': None, 'mode': 'image_only', 'scope': 'reduced'}",ACK,0.3989822268486023,"{'ACK': 0.3989822268486023, 'BCC': 0.3063674867153168, 'MEL': 0.020865919068455696, 'NEV': 0.030825955793261528, 'SCC': 0.19823631644248962, 'SEK': 0.0447220541536808}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/feature_selection/cnn_tabtransformer_intermediate_fusion,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/feature_selection/cnn_tabtransformer_intermediate_fusion/best.pth,"{'dataset_source': 'processed', 'variant': 'feature_selection', 'experiment_name': 'cnn_tabtransformer_intermediate_fusion', 'image_model': 'cnn', 'tabular_model': 'tabtransformer', 'mode': 'intermediate_fusion', 'scope': 'reduced'}",ACK,0.8179899454116821,"{'ACK': 0.8179899454116821, 'BCC': 0.003615798195824027, 'MEL': 0.019338458776474, 'NEV': 0.03642798587679863, 'SCC': 0.01150404755026102, 'SEK': 0.11112367361783981}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/feature_selection/moe_best,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/feature_selection/moe_best/best.pth,"{'dataset_source': 'processed', 'variant': 'feature_selection', 'experiment_name': 'moe_best', 'image_model': None, 'tabular_model': None, 'mode': 'moe', 'scope': 'reduced'}",SEK,0.29066669940948486,"{'ACK': 0.2588765621185303, 'BCC': 0.05108918994665146, 'MEL': 0.05003705993294716, 'NEV': 0.2836916446685791, 'SCC': 0.06563883274793625, 'SEK': 0.29066669940948486}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/feature_selection/sota_best,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/feature_selection/sota_best/best.pth,"{'dataset_source': 'processed', 'variant': 'feature_selection', 'experiment_name': 'sota_best', 'image_model': 'sota', 'tabular_model': 'multi_expert', 'mode': 'late_fusion', 'scope': 'sota'}",ACK,0.46787622570991516,"{'ACK': 0.46787622570991516, 'BCC': 0.024598490446805954, 'MEL': 0.035303082317113876, 'NEV': 0.2676258087158203, 'SCC': 0.023977339267730713, 'SEK': 0.18061906099319458}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/feature_selection/tabtransformer_tab_only,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/feature_selection/tabtransformer_tab_only/best.pth,"{'dataset_source': 'processed', 'variant': 'feature_selection', 'experiment_name': 'tabtransformer_tab_only', 'image_model': None, 'tabular_model': 'tabtransformer', 'mode': 'tabular_only', 'scope': 'reduced'}",NEV,0.49581119418144226,"{'ACK': 0.07232023030519485, 'BCC': 0.0059616221114993095, 'MEL': 0.03340660408139229, 'NEV': 0.49581119418144226, 'SCC': 0.012280241586267948, 'SEK': 0.3802201449871063}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/no_imbalance/cnn_img_only,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/no_imbalance/cnn_img_only/best.pth,"{'dataset_source': 'processed', 'variant': 'no_imbalance', 'experiment_name': 'cnn_img_only', 'image_model': 'cnn', 'tabular_model': None, 'mode': 'image_only', 'scope': 'reduced'}",ACK,0.5589986443519592,"{'ACK': 0.5589986443519592, 'BCC': 0.25109127163887024, 'MEL': 0.0047855861485004425, 'NEV': 0.03900917246937752, 'SCC': 0.07646674662828445, 'SEK': 0.06964854151010513}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/no_imbalance/cnn_tabtransformer_intermediate_fusion,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/no_imbalance/cnn_tabtransformer_intermediate_fusion/best.pth,"{'dataset_source': 'processed', 'variant': 'no_imbalance', 'experiment_name': 'cnn_tabtransformer_intermediate_fusion', 'image_model': 'cnn', 'tabular_model': 'tabtransformer', 'mode': 'intermediate_fusion', 'scope': 'reduced'}",ACK,0.8969759345054626,"{'ACK': 0.8969759345054626, 'BCC': 0.0016748647904023528, 'MEL': 0.0012447595363482833, 'NEV': 0.026797715574502945, 'SCC': 0.0015877026598900557, 'SEK': 0.0717189684510231}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/no_imbalance/moe_best,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/no_imbalance/moe_best/best.pth,"{'dataset_source': 'processed', 'variant': 'no_imbalance', 'experiment_name': 'moe_best', 'image_model': None, 'tabular_model': None, 'mode': 'moe', 'scope': 'reduced'}",ACK,0.6545411944389343,"{'ACK': 0.6545411944389343, 'BCC': 0.042228326201438904, 'MEL': 0.006019444204866886, 'NEV': 0.11148759722709656, 'SCC': 0.024141810834407806, 'SEK': 0.16158157587051392}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/no_imbalance/sota_best,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/no_imbalance/sota_best/best.pth,"{'dataset_source': 'processed', 'variant': 'no_imbalance', 'experiment_name': 'sota_best', 'image_model': 'sota', 'tabular_model': 'multi_expert', 'mode': 'late_fusion', 'scope': 'sota'}",ACK,0.5483248233795166,"{'ACK': 0.5483248233795166, 'BCC': 0.001822942984290421, 'MEL': 0.0006954497075639665, 'NEV': 0.33006441593170166, 'SCC': 0.0018007851904258132, 'SEK': 0.11729159951210022}"
ok,/home/zeus/content/IOT_fusion/NEW/processed/no_imbalance/tabtransformer_tab_only,/home/zeus/content/IOT_fusion/outputs/ablations_v2/processed/no_imbalance/tabtransformer_tab_only/best.pth,"{'dataset_source': 'processed', 'variant': 'no_imbalance', 'experiment_name': 'tabtransformer_tab_only', 'image_model': None, 'tabular_model': 'tabtransformer', 'mode': 'tabular_only', 'scope': 'reduced'}",ACK,0.5533165335655212,"{'ACK': 0.5533165335655212, 'BCC': 0.004096211865544319, 'MEL': 0.005672099534422159, 'NEV': 0.19979290664196014, 'SCC': 0.00520366383716464, 'SEK': 0.23191864788532257}"
ok,/home/zeus/content/IOT_fusion/NEW/unprocessed/default_balanced/cnn_img_only,/home/zeus/content/IOT_fusion/outputs/ablations_v2/unprocessed/default_balanced/cnn_img_only/best.pth,"{'dataset_source': 'unprocessed', 'variant': 'default_balanced', 'experiment_name': 'cnn_img_only', 'image_model': 'cnn', 'tabular_model': None, 'mode': 'image_only', 'scope': 'reduced'}",ACK,0.5088210701942444,"{'ACK': 0.5088210701942444, 'BCC': 0.16124458611011505, 'MEL': 0.019746320322155952, 'NEV': 0.04699942469596863, 'SCC': 0.1298554241657257, 'SEK': 0.13333319127559662}"
ok,/home/zeus/content/IOT_fusion/NEW/unprocessed/default_balanced/cnn_tabtransformer_intermediate_fusion,/home/zeus/content/IOT_fusion/outputs/ablations_v2/unprocessed/default_balanced/cnn_tabtransformer_intermediate_fusion/best.pth,"{'dataset_source': 'unprocessed', 'variant': 'default_balanced', 'experiment_name': 'cnn_tabtransformer_intermediate_fusion', 'image_model': 'cnn', 'tabular_model': 'tabtransformer', 'mode': 'intermediate_fusion', 'scope': 'reduced'}",ACK,0.5722392797470093,"{'ACK': 0.5722392797470093, 'BCC': 0.007211560383439064, 'MEL': 0.018972229212522507, 'NEV': 0.1292988508939743, 'SCC': 0.011398657225072384, 'SEK': 0.26087942719459534}"
ok,/home/zeus/content/IOT_fusion/NEW/unprocessed/default_balanced/moe_best,/home/zeus/content/IOT_fusion/outputs/ablations_v2/unprocessed/default_balanced/moe_best/best.pth,"{'dataset_source': 'unprocessed', 'variant': 'default_balanced', 'experiment_name': 'moe_best', 'image_model': None, 'tabular_model': None, 'mode': 'moe', 'scope': 'reduced'}",ACK,0.3954921364784241,"{'ACK': 0.3954921364784241, 'BCC': 0.02874233014881611, 'MEL': 0.04883398860692978, 'NEV': 0.21902132034301758, 'SCC': 0.042374297976493835, 'SEK': 0.26553598046302795}"
ok,/home/zeus/content/IOT_fusion/NEW/unprocessed/default_balanced/sota_best,/home/zeus/content/IOT_fusion/outputs/ablations_v2/unprocessed/default_balanced/sota_best/best.pth,"{'dataset_source': 'unprocessed', 'variant': 'default_balanced', 'experiment_name': 'sota_best', 'image_model': 'sota', 'tabular_model': 'multi_expert', 'mode': 'late_fusion', 'scope': 'sota'}",ACK,0.7276244759559631,"{'ACK': 0.7276244759559631, 'BCC': 0.026130519807338715, 'MEL': 0.062431734055280685, 'NEV': 0.05492440611124039, 'SCC': 0.02871863730251789, 'SEK': 0.1001703217625618}"
ok,/home/zeus/content/IOT_fusion/NEW/unprocessed/default_balanced/tabtransformer_tab_only,/home/zeus/content/IOT_fusion/outputs/ablations_v2/unprocessed/default_balanced/tabtransformer_tab_only/best.pth,"{'dataset_source': 'unprocessed', 'variant': 'default_balanced', 'experiment_name': 'tabtransformer_tab_only', 'image_model': None, 'tabular_model': 'tabtransformer', 'mode': 'tabular_only', 'scope': 'reduced'}",NEV,0.4445839822292328,"{'ACK': 0.21373480558395386, 'BCC': 0.0036487479228526354, 'MEL': 0.05491319298744202, 'NEV': 0.4445839822292328, 'SCC': 0.008919774554669857, 'SEK': 0.274199515581131}"
ok,/home/zeus/content/IOT_fusion/NEW/unprocessed/feature_selection/cnn_img_only,/home/zeus/content/IOT_fusion/outputs/ablations_v2/unprocessed/feature_selection/cnn_img_only/best.pth,"{'dataset_source': 'unprocessed', 'variant': 'feature_selection', 'experiment_name': 'cnn_img_only', 'image_model': 'cnn', 'tabular_model': None, 'mode': 'image_only', 'scope': 'reduced'}",ACK,0.5996260643005371,"{'ACK': 0.5996260643005371, 'BCC': 0.14749787747859955, 'MEL': 0.028832338750362396, 'NEV': 0.04387664049863815, 'SCC': 0.1098431721329689, 'SEK': 0.0703238919377327}"
ok,/home/zeus/content/IOT_fusion/NEW/unprocessed/feature_selection/cnn_tabtransformer_intermediate_fusion,/home/zeus/content/IOT_fusion/outputs/ablations_v2/unprocessed/feature_selection/cnn_tabtransformer_intermediate_fusion/best.pth,"{'dataset_source': 'unprocessed', 'variant': 'feature_selection', 'experiment_name': 'cnn_tabtransformer_intermediate_fusion', 'image_model': 'cnn', 'tabular_model': 'tabtransformer', 'mode': 'intermediate_fusion', 'scope': 'reduced'}",ACK,0.6300411820411682,"{'ACK': 0.6300411820411682, 'BCC': 0.010899706743657589, 'MEL': 0.048929549753665924, 'NEV': 0.03833866864442825, 'SCC': 0.016155177727341652, 'SEK': 0.25563564896583557}"
ok,/home/zeus/content/IOT_fusion/NEW/unprocessed/feature_selection/moe_best,/home/zeus/content/IOT_fusion/outputs/ablations_v2/unprocessed/feature_selection/moe_best/best.pth,"{'dataset_source': 'unprocessed', 'variant': 'feature_selection', 'experiment_name': 'moe_best', 'image_model': None, 'tabular_model': None, 'mode': 'moe', 'scope': 'reduced'}",ACK,0.7779593467712402,"{'ACK': 0.7779593467712402, 'BCC': 0.010006891563534737, 'MEL': 0.02515099011361599, 'NEV': 0.03569967672228813, 'SCC': 0.015250388532876968, 'SEK': 0.13593272864818573}"
ok,/home/zeus/content/IOT_fusion/NEW/unprocessed/feature_selection/sota_best,/home/zeus/content/IOT_fusion/outputs/ablations_v2/unprocessed/feature_selection/sota_best/best.pth,"{'dataset_source': 'unprocessed', 'variant': 'feature_selection', 'experiment_name': 'sota_best', 'image_model': 'sota', 'tabular_model': 'multi_expert', 'mode': 'late_fusion', 'scope': 'sota'}",ACK,0.8848626613616943,"{'ACK': 0.8848626613616943, 'BCC': 0.00621168315410614, 'MEL': 0.0281094741076231, 'NEV': 0.009444084949791431, 'SCC': 0.00831643957644701, 'SEK': 0.06305564194917679}"
ok,/home/zeus/content/IOT_fusion/NEW/unprocessed/feature_selection/tabtransformer_tab_only,/home/zeus/content/IOT_fusion/outputs/ablations_v2/unprocessed/feature_selection/tabtransformer_tab_only/best.pth,"{'dataset_source': 'unprocessed', 'variant': 'feature_selection', 'experiment_name': 'tabtransformer_tab_only', 'image_model': None, 'tabular_model': 'tabtransformer', 'mode': 'tabular_only', 'scope': 'reduced'}",ACK,0.7706940174102783,"{'ACK': 0.7706940174102783, 'BCC': 0.004226995166391134, 'MEL': 0.022998332977294922, 'NEV': 0.03192809969186783, 'SCC': 0.007703882176429033, 'SEK': 0.16244864463806152}"
ok,/home/zeus/content/IOT_fusion/NEW/unprocessed/no_imbalance/cnn_img_only,/home/zeus/content/IOT_fusion/outputs/ablations_v2/unprocessed/no_imbalance/cnn_img_only/best.pth,"{'dataset_source': 'unprocessed', 'variant': 'no_imbalance', 'experiment_name': 'cnn_img_only', 'image_model': 'cnn', 'tabular_model': None, 'mode': 'image_only', 'scope': 'reduced'}",ACK,0.6191365122795105,"{'ACK': 0.6191365122795105, 'BCC': 0.1992453932762146, 'MEL': 0.004210507031530142, 'NEV': 0.043072205036878586, 'SCC': 0.05243498831987381, 'SEK': 0.08190042525529861}"
ok,/home/zeus/content/IOT_fusion/NEW/unprocessed/no_imbalance/cnn_tabtransformer_intermediate_fusion,/home/zeus/content/IOT_fusion/outputs/ablations_v2/unprocessed/no_imbalance/cnn_tabtransformer_intermediate_fusion/best.pth,"{'dataset_source': 'unprocessed', 'variant': 'no_imbalance', 'experiment_name': 'cnn_tabtransformer_intermediate_fusion', 'image_model': 'cnn', 'tabular_model': 'tabtransformer', 'mode': 'intermediate_fusion', 'scope': 'reduced'}",ACK,0.602723240852356,"{'ACK': 0.602723240852356, 'BCC': 0.002026315312832594, 'MEL': 0.001622940180823207, 'NEV': 0.1585610955953598, 'SCC': 0.0020008725114166737, 'SEK': 0.23306553065776825}"
ok,/home/zeus/content/IOT_fusion/NEW/unprocessed/no_imbalance/moe_best,/home/zeus/content/IOT_fusion/outputs/ablations_v2/unprocessed/no_imbalance/moe_best/best.pth,"{'dataset_source': 'unprocessed', 'variant': 'no_imbalance', 'experiment_name': 'moe_best', 'image_model': None, 'tabular_model': None, 'mode': 'moe', 'scope': 'reduced'}",ACK,0.9031972289085388,"{'ACK': 0.9031972289085388, 'BCC': 0.014791504479944706, 'MEL': 0.0036016167141497135, 'NEV': 0.007702972274273634, 'SCC': 0.01352842990309, 'SEK': 0.05717810243368149}"
ok,/home/zeus/content/IOT_fusion/NEW/unprocessed/no_imbalance/sota_best,/home/zeus/content/IOT_fusion/outputs/ablations_v2/unprocessed/no_imbalance/sota_best/best.pth,"{'dataset_source': 'unprocessed', 'variant': 'no_imbalance', 'experiment_name': 'sota_best', 'image_model': 'sota', 'tabular_model': 'multi_expert', 'mode': 'late_fusion', 'scope': 'sota'}",ACK,0.9862340688705444,"{'ACK': 0.9862340688705444, 'BCC': 0.00042534118983894587, 'MEL': 9.372859494760633e-05, 'NEV': 0.0005505064036697149, 'SCC': 0.0004391399852465838, 'SEK': 0.012257369235157967}"
ok,/home/zeus/content/IOT_fusion/NEW/unprocessed/no_imbalance/tabtransformer_tab_only,/home/zeus/content/IOT_fusion/outputs/ablations_v2/unprocessed/no_imbalance/tabtransformer_tab_only/best.pth,"{'dataset_source': 'unprocessed', 'variant': 'no_imbalance', 'experiment_name': 'tabtransformer_tab_only', 'image_model': None, 'tabular_model': 'tabtransformer', 'mode': 'tabular_only', 'scope': 'reduced'}",ACK,0.9378871321678162,"{'ACK': 0.9378871321678162, 'BCC': 0.0038847506511956453, 'MEL': 0.0027495878748595715, 'NEV': 0.003426882904022932, 'SCC': 0.005564085673540831, 'SEK': 0.04648750647902489}"
